id,name,aliases,country,birthDate,program,list,sanction_type,sanction_reason,remarks
e6753ae2-c2f2-4d84-ba84-c45d06a9bf43,Nuran Bekirov,Bekirov Nuran; Nuran Bekirov,Georgia,1998-09-20,Canada SEMA,OFAC SDN,Arms Embargo,Human rights violations,Multiple transliterations reported.
bbdb0453-1d0b-4a61-889b-d3cd22d5412f,Min Çelik,Min Celik; Min Çelik,Russia,1992,UK OFSI,EU CFSP,Export Restrictions,Human rights violations,Multiple transliterations reported.
1efbafd1-78cd-4e5f-b983-924530b9c13d,Desert Falcon Holdings,Desert FalconHoldings; Desert Falcon Holdings; Desert Falcon-Holdings,Russia,,UK OFSI,UK OFSI,Export Restrictions,Corruption and misappropriation of state assets,Potential evasion via third-country intermediaries.
a52081d8-292d-4c4c-b728-0d473530a565,Black Sea LLC,Black SeaLLC; Black Sea LLC; Black Sea-LLC,Iraq,,EU CFSP,UN Consolidated,Export Restrictions,Suspected terrorism financing,Front company for designated individual.
544301af-4e39-4efd-a6d7-c830955fa4d5,Maria Salih,Maria Salih,Iraq,1952-06 | 1965-08-08,EU CFSP,UK OFSI,Sectoral Sanctions,Suspected terrorism financing,Also known to use forged travel documents.
4a396e87-e0f1-4aaf-a00a-ec943bcd6f14,Yusuf Kowalski,Yusuf Kowalski,Türkiye,1969-08,EU CFSP,UN Consolidated,Sectoral Sanctions,Suspected terrorism financing,Multiple transliterations reported.
6cbf344f-cc4e-42a2-b565-e128c9cbafa6,Oğuzhan Koval,Oguzhan Koval; Oguzhanhan Koval; Oğuzhan Koval,Uzbekistan,1976-01-15,Canada SEMA,OFAC SDN,Asset Freeze,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
30758e80-c888-42a3-a4bf-7dc67d49ea37,Cedar Partners,CedarPartners; Cedar Partners; Cedar-Partners,Ukraine,,UN Consolidated,UN Consolidated,Travel Ban,Human rights violations,Ownership structure includes sanctioned shareholders.
6c87959c-f6a4-40c0-bb8a-c1f8ae2a8281,Nilay Li,Nilay Li,Türkiye,1971-05-04,Canada SEMA,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Multiple transliterations reported.
d8b7e3ab-33ed-4d83-af94-92b1c6557456,Oksana Abdulrahman,Abdulrahman Oksana; Oksana Abdulrahman,Saudi Arabia,1983-10-09,UN Consolidated,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Multiple transliterations reported.
ee921cf0-954f-40ee-a3bc-9ee9948e1313,Xiao Al-Fulan,Xiao Al-Fulan,Iran,1978-07-25,OFAC SDN,EU CFSP,Export Restrictions,Involved in proliferation activities,Multiple transliterations reported.
4caf4db5-39f0-4c07-8f45-ae0dacade854,Atlas Co.,AtlasCo.; Atlas Co.; Atlas-Co.,Saudi Arabia,,UK OFSI,EU CFSP,Sectoral Sanctions,Corruption and misappropriation of state assets,Potential evasion via third-country intermediaries.
acd82e0a-7d0d-4b92-ae54-17b42a486abd,Celik Oğuz,Celik Oğuz; Oguz Celik; Oguzhan Celik; Oğuz Celik,Saudi Arabia,1978-05-11,Canada SEMA,Canada SEMA,Export Restrictions,Cyber operations against critical infrastructure,Subject owns assets in third countries.
dbcc1bfc-4c8a-4576-9e1f-5b398bc7e2c5,Xiao Salih,Xiao Salih,Russia,2000-11-10,EU CFSP,UN Consolidated,Asset Freeze,Human rights violations,Subject owns assets in third countries.
fd6c76ac-b9c0-45d1-a95e-a3536692d8a2,Mina Bekirov,Mina Bekirov,Iran,1992-06,Canada SEMA,EU CFSP,Arms Embargo,Corruption and misappropriation of state assets,Also known to use forged travel documents.
bba57f3c-3434-435a-b382-5cd83ebcee82,Yusuf Abdulrahman,Yusuf Abdulrahman,Ukraine,1992-11-06,UN Consolidated,UK OFSI,Asset Freeze,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
0d781f3d-a2eb-49d2-a897-c59418b52ed8,Silk Road Partners,Silk RoadPartners; Silk Road Partners; Silk Road-Partners,Russia,,UK OFSI,Canada SEMA,Arms Embargo,Cyber operations against critical infrastructure,Operates in restricted sector per program rules.
e3da9e29-d8e4-41ef-b666-9cae18fb87be,Samir Ozturk,Samir Ozturk,Türkiye,1993-06-27,UN Consolidated,UN Consolidated,Sectoral Sanctions,Suspected terrorism financing,Multiple transliterations reported.
f174f9d3-5535-4413-bd2b-d34525e897e5,Viktoria Ismayilov,Viktoria Ismayilov,Türkiye,1955-08-22 | 1998-11,UN Consolidated,UN Consolidated,Sectoral Sanctions,Cyber operations against critical infrastructure,Multiple transliterations reported.
c36f9afb-99ca-43af-b8a1-25ee4f2efc17,Min Hassan,Min Hassan,Syria,1992-04-11 | 1999-08-13,UN Consolidated,UN Consolidated,Asset Freeze,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
969a1cd1-ad79-4c53-a976-498fa126b8fa,Gulf Star Co.,Gulf StarCo.; Gulf Star Co.; Gulf Star-Co.,Russia,,UK OFSI,UK OFSI,Travel Ban,Cyber operations against critical infrastructure,Ships and assets linked via maritime AIS data.
6567090b-dfd8-46b4-aa25-b38a0bccb895,Yusuf Kuznetsov,Yusuf Kuznetsov,Iran,1952,OFAC SDN,UN Consolidated,Sectoral Sanctions,Human rights violations,Subject owns assets in third countries.
45dae72d-c563-4b1a-8b9e-b680ed0a6c66,Samir Orlov,Samir Orlov,Syria,1961-10-20,UK OFSI,Canada SEMA,Export Restrictions,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
58b44f4f-9c5f-41fc-9d4c-5289afd93aca,Deniz Wei,Deniz Wei,Egypt,1971-07,Canada SEMA,UN Consolidated,Asset Freeze,Involved in proliferation activities,Also known to use forged travel documents.
9b03b335-d193-4ffc-8866-f719d5419d71,Desert Falcon Inc.,Desert FalconInc.; Desert Falcon Inc.; Desert Falcon-Inc.,Iraq,,OFAC SDN,UN Consolidated,Arms Embargo,Cyber operations against critical infrastructure,Front company for designated individual.
e1c2d56e-4d33-4870-9881-8ae1dd6c4278,Samir Sokolov,Samir Sokolov,Syria,2000-09,UK OFSI,Canada SEMA,Asset Freeze,Suspected terrorism financing,Multiple transliterations reported.
aff27f61-27b7-4298-9531-2b73fb3d5ce1,Blue Dhow Sarl,Blue DhowSarl; Blue Dhow Sarl; Blue Dhow-Sarl,Iran,,OFAC SDN,EU CFSP,Asset Freeze,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
68bd418e-184d-4bf5-89e5-963c3b9c6d0b,Yasmin Gudekli,Yasmin Gudekli,Iraq,1956-04-27 | 1992,UK OFSI,Canada SEMA,Asset Freeze,Suspected terrorism financing,Potential match requires enhanced due diligence.
e55238e1-34b3-47a0-9695-bdf27d3e7a4e,Hossein Abu Karim,Hossein Abu Karim,Saudi Arabia,1980-12,UN Consolidated,EU CFSP,Asset Freeze,Involved in proliferation activities,Also known to use forged travel documents.
056ca12a-50b7-4b88-a45d-819f6e9e79ac,Reza Hassan,Reza Hassan,Syria,1998-06-24,OFAC SDN,OFAC SDN,Sectoral Sanctions,Corruption and misappropriation of state assets,Potential match requires enhanced due diligence.
3987d39c-b7f6-4e03-99be-7d7466670367,Blue Dhow JSC,Blue DhowJSC; Blue Dhow JSC; Blue Dhow-JSC,Iran,,OFAC SDN,OFAC SDN,Export Restrictions,Cyber operations against critical infrastructure,Potential evasion via third-country intermediaries.
a43419b4-d3b3-44d6-9614-a5626b5dd6a9,Leila Rahimi,Leila Rahimi,Iraq,1999-07,OFAC SDN,EU CFSP,Export Restrictions,Involved in proliferation activities,Potential match requires enhanced due diligence.
7c94b3f2-c227-416d-b62a-e3ec9b7bad39,Huda Chen,Huda Chen,Türkiye,1968-05 | 1988,UN Consolidated,Canada SEMA,Export Restrictions,Suspected terrorism financing,Also known to use forged travel documents.
de0b9d3d-e179-4a6e-b927-44146fb58dfb,Saffron Co.,SaffronCo.; Saffron Co.; Saffron-Co.,Iran,,OFAC SDN,UK OFSI,Sectoral Sanctions,Suspected terrorism financing,Operates in restricted sector per program rules.
def52c12-82ac-4e57-9e7c-7693622428bd,Mehmet Ivanov,Mehmet Ivanov,Egypt,1959-06-09,UK OFSI,EU CFSP,Arms Embargo,Human rights violations,Multiple transliterations reported.
b68422a6-9ad1-4e83-9a06-fe5417dc11ef,Сергей Huang,Сергей Huang,Ukraine,1958-08,UN Consolidated,UK OFSI,Asset Freeze,Human rights violations,Subject owns assets in third countries.
5d6222de-a121-45fa-9455-8bd743de3198,Oguzhan Zhou,Oguzhan Zhou; Oguzhanhan Zhou; Zhou Oguzhan,Kazakhstan,2001-03-12,Canada SEMA,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Subject owns assets in third countries.
0aebd4e9-79f6-40af-9873-b63346b5759b,Xiao Wang,Xiao Wang,Qatar,1980-06,UK OFSI,UK OFSI,Export Restrictions,Suspected terrorism financing,Multiple transliterations reported.
b799eedf-5d54-4cb2-875e-8df83e401813,Blue Dhow Holdings,Blue DhowHoldings; Blue Dhow Holdings; Blue Dhow-Holdings,Ukraine,,EU CFSP,UK OFSI,Asset Freeze,Corruption and misappropriation of state assets,Front company for designated individual.
c750739c-3e4b-497e-a6ea-a3b42c912704,Golden Crescent Group,Golden CrescentGroup; Golden Crescent Group; Golden Crescent-Group,China,,OFAC SDN,EU CFSP,Export Restrictions,Suspected terrorism financing,Ownership structure includes sanctioned shareholders.
69201254-a9df-4f81-a445-8f126620e5b3,Desert Falcon Co.,Desert FalconCo.; Desert Falcon Co.; Desert Falcon-Co.,Iraq,,UK OFSI,EU CFSP,Travel Ban,Human rights violations,Ships and assets linked via maritime AIS data.
7859c9f5-7191-4fc4-aa66-fd5113cafff0,Viktor Ismayilov,Viktor Ismayilov,Egypt,1974-02,UN Consolidated,EU CFSP,Export Restrictions,Suspected terrorism financing,Also known to use forged travel documents.
84e7c4e5-122d-4870-8867-f767b862b3b9,Tarık Морозов,Tarik Морозов; Tarık Морозов,Egypt,1970-04-01,UN Consolidated,UN Consolidated,Export Restrictions,Suspected terrorism financing,Potential match requires enhanced due diligence.
656b211d-1625-48f2-bf88-9fb3c0f7903e,Caspian Trading,CaspianTrading; Caspian Trading; Caspian-Trading,Saudi Arabia,,EU CFSP,EU CFSP,Sectoral Sanctions,Corruption and misappropriation of state assets,Ships and assets linked via maritime AIS data.
19e344f8-08cb-4ce7-92d8-3a85debc1bc7,Gulf Star Co.,Gulf Star Co.; Gulf Star-Co.; Gulf StarCo.,Russia,,UK OFSI,UK OFSI,Travel Ban,Cyber operations against critical infrastructure,Ships and assets linked via maritime AIS data.
723fb483-16a5-45ee-8ca6-590a544905ea,Leila Rezayi,Leila Rezayi,Syria,1979-01-24,Canada SEMA,UK OFSI,Travel Ban,Involved in proliferation activities,Potential match requires enhanced due diligence.
420eca3c-1568-4ac6-a26d-badc8b351fa5,Fatimah Haddad,Fatimah Haddad,Russia,1963-09,Canada SEMA,Canada SEMA,Sectoral Sanctions,Cyber operations against critical infrastructure,Also known to use forged travel documents.
9c0317a8-a130-4702-a29c-51378fe0f7c6,Ivan Petrova,Ivan Petrova; Petrova Ivan,China,1998-11,EU CFSP,Canada SEMA,Export Restrictions,Cyber operations against critical infrastructure,Multiple transliterations reported.
54c9c190-639b-46c6-8620-6447561dc060,Yılmaz Rezayi,Yilmaz Rezayi; Yılmaz Rezayi,Egypt,1999,UK OFSI,UK OFSI,Arms Embargo,Involved in proliferation activities,Also known to use forged travel documents.
a283ece3-8ae8-4e6d-9327-06a8d575aadd,Yılmaz Salih,Yilmaz Salih; Yılmaz Salih,Iran,1978-02-12,EU CFSP,Canada SEMA,Export Restrictions,Cyber operations against critical infrastructure,Subject owns assets in third countries.
21b5ef02-ec0e-40cb-bd4c-87ab218abced,Cagla Yilmaz,Cagla Yilmaz; Yilmaz Cagla,Türkiye,1984-11,UK OFSI,UK OFSI,Arms Embargo,Involved in proliferation activities,Associated with front companies in multiple jurisdictions.
7824190d-f39f-4838-b632-462993845844,Сергей Salih,Сергей Salih,Syria,1970-05-24,UN Consolidated,UN Consolidated,Asset Freeze,Involved in proliferation activities,Multiple transliterations reported.
b4ee39c0-ba76-416c-81a2-2fd4468ffd85,Hussein Huang,Huang Hussein; Hussein Huang,Ukraine,1985,EU CFSP,UK OFSI,Arms Embargo,Involved in proliferation activities,Associated with front companies in multiple jurisdictions.
66c02d7c-0189-4311-a014-bbdabdc7cac1,Andrei Hassan,Andrei Hassan,Türkiye,1975-08-28,UK OFSI,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
b0b005a0-3f60-4dcb-9452-cba7561845f8,Oguz Nowak,Nowak Oguz; Oguz Nowak; Oguzhan Nowak,Georgia,1994,OFAC SDN,UK OFSI,Sectoral Sanctions,Suspected terrorism financing,Subject owns assets in third countries.
6a29b42c-cf2c-41ac-9f6c-e5399de9cd9e,Abdullah Haddad,Abdullah Haddad,Russia,1985-06-24,UK OFSI,Canada SEMA,Sectoral Sanctions,Suspected terrorism financing,Potential match requires enhanced due diligence.
09c5fa06-24a1-479b-bb68-0e0dae8cea90,Hussein Sokolov,Hussein Sokolov,Egypt,1964-10-27,OFAC SDN,UK OFSI,Sectoral Sanctions,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
5e4b7138-a584-4a59-9dc6-bdbf24232264,عبدالله Иванов,عبدالله Иванов,Iraq,1982,EU CFSP,OFAC SDN,Sectoral Sanctions,Suspected terrorism financing,Also known to use forged travel documents.
d141e5fe-804f-4153-a05e-8f6df120c62a,Иван Çelik,Иван Celik; Иван Çelik,Azerbaijan,1981,OFAC SDN,UN Consolidated,Asset Freeze,Cyber operations against critical infrastructure,Subject owns assets in third countries.
895a0cc0-053a-4106-8066-1c4ebb90b6c3,Desert Falcon Inc.,Desert FalconInc.; Desert Falcon Inc.; Desert Falcon-Inc.,Syria,,EU CFSP,OFAC SDN,Export Restrictions,Corruption and misappropriation of state assets,Ships and assets linked via maritime AIS data.
82bb102e-89b6-4a99-9d2b-296aa03064ab,Huda Zhang,Huda Zhang,Iran,1970-01,Canada SEMA,UK OFSI,Asset Freeze,Involved in proliferation activities,Multiple transliterations reported.
12388abb-05dc-4b67-bc80-3178ecb0747d,Gulf Star Co.,Gulf StarCo.; Gulf Star Co.; Gulf Star-Co.,Türkiye,,UN Consolidated,UK OFSI,Sectoral Sanctions,Involved in proliferation activities,Operates in restricted sector per program rules.
aad275b7-d9be-475c-8297-9d97eb60f420,Golden Crescent Trading,Golden CrescentTrading; Golden Crescent Trading; Golden Crescent-Trading,Iran,,EU CFSP,Canada SEMA,Asset Freeze,Cyber operations against critical infrastructure,Front company for designated individual.
9343b5d7-0ca7-4b2d-a282-aebb409ebd9e,Ahmet Demir,Ahmed Demir; Ahmet Demir,Uzbekistan,1972-11 | 1999-08-27,EU CFSP,UK OFSI,Asset Freeze,Cyber operations against critical infrastructure,Also known to use forged travel documents.
cddaf599-8fc7-47ff-b444-8ca34e29d27d,Seda Иванов,Seda Иванов,Iran,1974,OFAC SDN,UK OFSI,Arms Embargo,Suspected terrorism financing,Subject owns assets in third countries.
a360a3aa-9d25-44c2-bdaa-10d9cc936586,Blue Dhow Capital,Blue DhowCapital; Blue Dhow Capital; Blue Dhow-Capital,Türkiye,,UK OFSI,UN Consolidated,Travel Ban,Suspected terrorism financing,Front company for designated individual.
b586e5e4-8961-4f60-8376-b42b9cc6d217,Ali Nowak,Ali Nowak,China,1996-02-20,EU CFSP,UK OFSI,Travel Ban,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
1b5876cf-5329-4fdc-80e1-9d446c075fe7,Steppe Trading,SteppeTrading; Steppe Trading; Steppe-Trading,Syria,,OFAC SDN,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Ownership structure includes sanctioned shareholders.
b0bb93f6-ede1-4c4b-bb35-75716a9cbab1,Eastern Gate LLC,Eastern GateLLC; Eastern Gate LLC; Eastern Gate-LLC,Egypt,,Canada SEMA,UK OFSI,Sectoral Sanctions,Involved in proliferation activities,Front company for designated individual.
cd56ca03-24bb-4597-a2d7-7a4d680a0db2,Caspian Capital,CaspianCapital; Caspian Capital; Caspian-Capital,Saudi Arabia,,UK OFSI,Canada SEMA,Sectoral Sanctions,Human rights violations,Ownership structure includes sanctioned shareholders.
fd729972-8f56-4f1f-bdd3-674a2d761487,Northern Star Holdings,Northern StarHoldings; Northern Star Holdings; Northern Star-Holdings,Russia,,Canada SEMA,Canada SEMA,Arms Embargo,Involved in proliferation activities,Potential evasion via third-country intermediaries.
d692f0b5-1d44-4245-8192-6e56ffcbabe3,Viktor Shahin,Viktor Shahin,Qatar,1981-01-17 | 1990-06-23,OFAC SDN,UN Consolidated,Asset Freeze,Cyber operations against critical infrastructure,Also known to use forged travel documents.
1d30f8ab-80ab-4f14-a5d8-7f5814db4b78,Andrei Volkov,Andrei Volkov,Kazakhstan,1994-03-08 | 2001,Canada SEMA,UK OFSI,Asset Freeze,Human rights violations,Also known to use forged travel documents.
ea14a16d-6170-4b68-bb1e-c04453ee20b9,Gulf Star GmbH,Gulf StarGmbH; Gulf Star GmbH; Gulf Star-GmbH,Saudi Arabia,,UK OFSI,UK OFSI,Asset Freeze,Cyber operations against critical infrastructure,Operates in restricted sector per program rules.
5fb78f7f-4b1b-45ee-ba94-6fd4d2ef8091,Northern Star Capital,Northern StarCapital; Northern Star Capital; Northern Star-Capital,Iran,,OFAC SDN,UN Consolidated,Arms Embargo,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
a2a541c0-1be6-4195-9728-6974f6852f14,Dmitry Karimi,Dmitry Karimi,Georgia,1956-06,UN Consolidated,Canada SEMA,Export Restrictions,Involved in proliferation activities,Associated with front companies in multiple jurisdictions.
6868c28e-11bc-4634-bc33-dde65df850de,Golden Crescent LLC,Golden CrescentLLC; Golden Crescent LLC; Golden Crescent-LLC,Ukraine,,OFAC SDN,UN Consolidated,Arms Embargo,Cyber operations against critical infrastructure,Ownership structure includes sanctioned shareholders.
f57b8a71-975a-473e-9131-65ffef9dbca9,Caspian Group,CaspianGroup; Caspian Group; Caspian-Group,Egypt,,UN Consolidated,UN Consolidated,Asset Freeze,Involved in proliferation activities,Ships and assets linked via maritime AIS data.
a01fd960-8fae-4faa-b044-09cd773133b7,Mina Saleh,Mina Saleh,Iraq,1960-04-15 | 1963-09-22,UK OFSI,UN Consolidated,Sectoral Sanctions,Cyber operations against critical infrastructure,Multiple transliterations reported.
cb5979a4-311b-4a0d-bb70-2bf9687eea1a,Cedar Co.,CedarCo.; Cedar Co.; Cedar-Co.,Ukraine,,UN Consolidated,UN Consolidated,Sectoral Sanctions,Cyber operations against critical infrastructure,Front company for designated individual.
2c3edff8-a4e4-4145-94ca-cce6f3e802af,Atlas GmbH,AtlasGmbH; Atlas GmbH; Atlas-GmbH,Türkiye,,UN Consolidated,EU CFSP,Arms Embargo,Corruption and misappropriation of state assets,Ownership structure includes sanctioned shareholders.
d6736f48-13cf-4a49-97f0-2c6af74e9d31,Eastern Gate Capital,Eastern GateCapital; Eastern Gate Capital; Eastern Gate-Capital,Azerbaijan,,UK OFSI,UN Consolidated,Arms Embargo,Cyber operations against critical infrastructure,Potential evasion via third-country intermediaries.
056dd6a0-3018-43d2-a334-bb681e7f90e9,Eastern Gate Partners,Eastern GatePartners; Eastern Gate Partners; Eastern Gate-Partners,Syria,,EU CFSP,Canada SEMA,Export Restrictions,Suspected terrorism financing,Operates in restricted sector per program rules.
38a1f1b2-42e0-46db-941e-cecd27de6656,Cagla Rahimi,Cagla Rahimi,United Arab Emirates,1975-07,Canada SEMA,UK OFSI,Sectoral Sanctions,Human rights violations,Subject owns assets in third countries.
616548f4-29c5-424c-8158-4469ba9f10d6,Oğuzhan Yildirim,Oguzhan Yildirim; Oguzhanhan Yildirim; Oğuzhan Yildirim,Syria,1976-11-14,Canada SEMA,UK OFSI,Export Restrictions,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
37833729-0286-4ef7-ab63-89fab8bde52a,Наталия Abdulrahman,Наталия Abdulrahman,Qatar,1984-10,EU CFSP,EU CFSP,Export Restrictions,Cyber operations against critical infrastructure,Subject owns assets in third countries.
e5a53609-f4f8-4f4a-a310-c5c4eb68ede9,Andrei Shevchenko,Andrei Shevchenko,Iran,2003-11-03,UN Consolidated,Canada SEMA,Sectoral Sanctions,Involved in proliferation activities,Also known to use forged travel documents.
608f584f-092c-4555-8f9a-b3345d4defe6,Silk Road Trading,Silk RoadTrading; Silk Road Trading; Silk Road-Trading,Egypt,,Canada SEMA,UN Consolidated,Travel Ban,Cyber operations against critical infrastructure,Ownership structure includes sanctioned shareholders.
bcaa98ca-7dc2-4e60-a4d9-128cae8fe444,Can Yıldırım,Can Yildirim; Can Yıldırım,Georgia,1979-06-17 | 1982-05-16,Canada SEMA,UN Consolidated,Asset Freeze,Cyber operations against critical infrastructure,Multiple transliterations reported.
b9cf6603-0486-4663-bf21-ca82171213ac,Noor Karimi,Noor Karimi,Iraq,1973-03-28,UN Consolidated,Canada SEMA,Sectoral Sanctions,Human rights violations,Also known to use forged travel documents.
19d4d8fc-c8d5-4d63-80b5-f3c5f23f94ec,Natalia Wei,Natalia Wei,Syria,1998-10-19,UN Consolidated,EU CFSP,Travel Ban,Suspected terrorism financing,Associated with front companies in multiple jurisdictions.
4b85d715-816a-4348-a9f1-d7e458332d41,Steppe Group,SteppeGroup; Steppe Group; Steppe-Group,Iraq,,OFAC SDN,Canada SEMA,Asset Freeze,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
0df7ab3d-a7be-4e3e-9894-5cbaf3ee1ad1,Northern Star Capital,Northern StarCapital; Northern Star Capital; Northern Star-Capital,Iran,,Canada SEMA,OFAC SDN,Travel Ban,Cyber operations against critical infrastructure,Front company for designated individual.
cc5c1ff9-e968-4cff-b75d-0e3a5768b97d,Steppe BV,SteppeBV; Steppe BV; Steppe-BV,Iran,,EU CFSP,OFAC SDN,Travel Ban,Involved in proliferation activities,Ships and assets linked via maritime AIS data.
c8debc79-d7d0-40a2-b3f8-a2a47be9fcd6,Xiaoming Aydin,Xiaoming Aydin,Saudi Arabia,1967-06-13,EU CFSP,Canada SEMA,Asset Freeze,Human rights violations,Associated with front companies in multiple jurisdictions.
57665b40-9570-47c6-ac47-6c413178dc5f,Silk Road JSC,Silk RoadJSC; Silk Road JSC; Silk Road-JSC,Türkiye,,UN Consolidated,UN Consolidated,Export Restrictions,Suspected terrorism financing,Ships and assets linked via maritime AIS data.
2deb0719-2b82-4afd-9685-a91b1145adec,Nuran Petrov,Nuran Petrov,Georgia,2002-09-25,OFAC SDN,OFAC SDN,Travel Ban,Suspected terrorism financing,Also known to use forged travel documents.
b942c441-057b-423c-a583-cb8017395a00,Wei Смирнов,Wei Смирнов,China,1990-07-01,OFAC SDN,Canada SEMA,Arms Embargo,Suspected terrorism financing,Multiple transliterations reported.
5fafb5b2-33d7-46b9-9468-ba9c8be7b9ed,Tkachenko Hossein,Hossein Tkachenko; Tkachenko Hossein,Azerbaijan,1952-05-01,OFAC SDN,Canada SEMA,Travel Ban,Cyber operations against critical infrastructure,Potential match requires enhanced due diligence.
3c253eee-c1c4-4567-9152-d31e25ab36e6,Can Güdekli,Can Gudekli; Can Güdekli,Türkiye,1990-05,UN Consolidated,EU CFSP,Sectoral Sanctions,Cyber operations against critical infrastructure,Associated with front companies in multiple jurisdictions.
a438a437-99c8-4e7b-b30e-344ab1d79b47,Leila Aksoy,Leila Aksoy,Saudi Arabia,1980-10-20,UN Consolidated,EU CFSP,Arms Embargo,Involved in proliferation activities,Multiple transliterations reported.
f7a96f19-b507-4a65-8a25-3594e273722d,Elif Kaya,Elif Kaya,Kazakhstan,1975-05-25,EU CFSP,UK OFSI,Sectoral Sanctions,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
58d6392a-405b-4769-a797-285715b259a6,عبدالله Orlov,عبدالله Orlov,Saudi Arabia,1979-11-08,Canada SEMA,UK OFSI,Asset Freeze,Human rights violations,Associated with front companies in multiple jurisdictions.
ce9b3e06-9362-4fde-a6fb-6336f59da78b,Иван Karimi,Karimi Иван; Иван Karimi,Egypt,1961-03-18,Canada SEMA,Canada SEMA,Asset Freeze,Human rights violations,Multiple transliterations reported.
a14dea52-885a-485a-8119-7bea98e30a56,Andrei Tkachenko,Andrei Tkachenko,Egypt,1979-05-07,UN Consolidated,Canada SEMA,Travel Ban,Human rights violations,Multiple transliterations reported.
cd09ab1f-9438-42fd-87fd-5676056bca8a,Андрей Yıldırım,Андрей Yildirim; Андрей Yıldırım,Syria,1955,OFAC SDN,UK OFSI,Arms Embargo,Corruption and misappropriation of state assets,Associated with front companies in multiple jurisdictions.
592dd56f-24ef-46a8-a381-49535d80c5db,Huda Rahimi,Huda Rahimi,Kazakhstan,1999-07-24,Canada SEMA,EU CFSP,Export Restrictions,Human rights violations,Associated with front companies in multiple jurisdictions.
7782c67f-a36b-475f-8171-550e041697af,Arman Nowak,Arman Nowak,Ukraine,2004-07-15,OFAC SDN,EU CFSP,Sectoral Sanctions,Involved in proliferation activities,Subject owns assets in third countries.
3ed2c961-31ad-443f-8a9b-672bf38ca125,Desert Falcon Ltd.,Desert FalconLtd.; Desert Falcon Ltd.; Desert Falcon-Ltd.,Türkiye,,EU CFSP,UK OFSI,Export Restrictions,Suspected terrorism financing,Front company for designated individual.
